am,country,datagolf_rank,dg_id,dg_skill_estimate,owgr_rank,player_name,primary_tour,last_updated,notes
0,JPN,22,13562,1.22873118864878,15,"Matsuyama, Hideki",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CHI,23,18079,1.17784642688853,18,"Niemann, Joaquin",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,24,17606,1.15463785706081,29,"Berger, Daniel",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,25,18580,1.15275748612419,41,"Gooch, Talor",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,26,22051,1.142117204258,42,"Wise, Aaron",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,27,7672,1.12850686360892,25,"Oosthuizen, Louis",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,28,16602,1.11709645310298,38,"Varner III, Harold",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,29,7108,1.10990585368161,31,"Casey, Paul",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SWE,30,10419,1.08610090709191,53,"Noren, Alex",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,31,13872,1.08591249078216,46,"Bradley, Keegan",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,32,26651,1.0841033398470898,19,"Young, Cameron",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,33,19870,1.06744650371315,87,"McCarthy, Denny",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,MEX,34,18238,1.00461985344252,22,"Ancer, Abraham",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,35,17365,0.997347080462763,54,"Mitchell, Keith",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,36,14578,0.990011295801177,56,"Henley, Russell",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,37,14796,0.989744846343634,28,"Hatton, Tyrrell",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,38,8825,0.9759833472838432,47,"Harman, Brian",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,IRL,39,10104,0.967483285520272,37,"Power, Seamus",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,40,6430,0.950336262278662,40,"Scott, Adam",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,COL,41,20770,0.9170595768145172,55,"Munoz, Sebastian",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CHI,42,19455,0.8841135847920741,49,"Pereira, Mito",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,43,6169,0.8763457850861059,75,"Kuchar, Matt",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,44,12423,0.856945196165701,57,"Kirk, Chris",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,BEL,45,13944,0.8514263270396609,35,"Pieters, Thomas",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,NZL,46,11889,0.850050668420125,48,"Fox, Ryan",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,47,16333,0.8139689440421569,178,"Hubbard, Mark",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,48,18634,0.802578719304673,73,"McNealy, Maverick",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,49,14838,0.7812289103908721,45,"Reed, Patrick",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CAN,50,13965,0.7809550853075029,85,"Hadwin, Adam",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,51,6093,0.7740203679189491,51,"Rose, Justin",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,52,21554,0.7681395739301871,60,"Poston, J.T.",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,53,11049,0.754894461693379,72,"Simpson, Webb",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,KOR,54,14609,0.7451822298699861,62,"Kim, Si Woo",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,55,15473,0.7433313936875892,189,"Long, Adam",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,56,12337,0.7409173949826391,36,"Kokrak, Jason",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,57,14013,0.735641411898018,50,"Tringale, Cameron",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,58,17786,0.7243686171955591,71,"Davis, Cameron",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,59,19841,0.7184966869166299,30,"DeChambeau, Bryson",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,60,19872,0.7183256169222121,77,"Riley, Davis",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,61,7334,0.703260868939186,86,"Watson, Bubba",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,62,18103,0.701189185022899,58,"Bezuidenhout, Christiaan",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,63,12359,0.665176940445428,122,"Stallings, Scott",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CAN,64,17780,0.66466415078446,237,"Pendrith, Taylor",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,65,7452,0.656854904487572,34,"Na, Kevin",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,66,6892,0.646530638306933,169,"Howell III, Charles",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,67,18586,0.6459411438684399,115,"Smith, Jordan",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,68,12577,0.638380957560361,88,"Woodland, Gary",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ESP,69,5689,0.636257550402693,70,"Garcia, Sergio",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,POL,70,14196,0.6214537275458449,63,"Meronk, Adrian",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,71,11328,0.620378106708679,27,"Kisner, Kevin",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,72,11952,0.602739546297709,134,"Grace, Branden",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,73,11019,0.574324989005069,113,"Steele, Brendan",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,74,16243,0.571866402726349,23,"Koepka, Brooks",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,KOR,75,13497,0.568816776566532,44,"Lee, Kyounghoon",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,76,7649,0.560983148690499,59,"Leishman, Marc",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,77,23014,0.550272915755055,64,"Theegala, Sahith",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,78,15575,0.544700029093012,43,"Hoge, Tom",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,79,8480,0.532604337763507,105,"Streelman, Kevin",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,80,17064,0.524654860387338,52,"Herbert, Lucas",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,VEN,81,13508,0.5072260641694271,103,"Vegas, Jhonattan",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,82,6762,0.4928938189101149,185,"Perez, Pat",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ARG,83,12808,0.490837861124369,104,"Grillo, Emiliano",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,84,12425,0.48706375940176,120,"Todd, Brendon",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,85,13367,0.4781421713881189,108,"Merritt, Troy",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,86,16283,0.476452452619704,218,"Rodgers, Patrick",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,TPE,87,15475,0.463366376003791,142,"Pan, C.T.",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,88,14424,0.44812471610108,65,"Burmester, Dean",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,89,18554,0.445754900522696,137,"Rai, Aaron",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SCO,90,9586,0.428909501742109,154,"Laird, Martin",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,91,9771,0.4190274728797379,150,"Day, Jason",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,92,18474,0.415421028976873,139,"Smalley, Alex",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,93,7960,0.40712711889441,68,"List, Luke",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,KOR,94,24766,0.402386434758447,39,"Kim, Joohyung",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CAN,95,15556,0.378542162450966,76,"Hughes, Mackenzie",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,96,7961,0.377089069436391,119,"Reavie, Chez",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,97,14577,0.357810668124737,33,"English, Harris",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,98,25442,0.347056905632188,192,"Montgomery, Taylor",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,99,19865,0.346388079024013,233,"Hardy, Nick",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,100,14509,0.345764708426132,118,"Dahmen, Joel",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,101,4818,0.318990040742568,501,"Stricker, Steve",CHAMP,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,102,19866,0.302193584906543,90,"Horsfield, Sam",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CAN,103,13997,0.293138157330256,152,"Svensson, Adam",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,104,15330,0.27840983350714,124,"Griffin, Lanto",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,105,23604,0.2719580991927,219,"Clark, Wyndham",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,106,5665,0.266279444813738,94,"Cink, Stewart",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,107,20519,0.264255595424355,303,"Tarren, Callum",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,108,14704,0.25532757558609,143,"Putnam, Andrew",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,109,24550,0.2488948683115319,183,"Ghim, Doug",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,110,7820,0.236456999494676,114,"Palmer, Ryan",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,111,10886,0.2342227650502589,123,"Harding, Justin",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ITA,112,7655,0.231686953242283,147,"Molinari, Francesco",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,113,8605,0.2300532402143719,84,"Jones, Matt",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,114,16433,0.224132981341731,155,"NeSmith, Matthew",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,115,25908,0.220852118813635,271,"Whaley, Vincent",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SCO,116,23323,0.22077507173028,98,"Macintyre, Robert",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,117,17550,0.214435605336753,83,"Van Rooyen, Erik",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,BEL,118,14181,0.210799972369828,145,"Detry, Thomas",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ESP,119,23236,0.206011301168748,61,"Arnaus, Adri",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,120,15980,0.200108178814063,202,"Lipsky, David",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,121,23482,0.196953205537333,194,"Sigg, Greyson",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,122,12965,0.188667460870542,156,"Fowler, Rickie",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,123,12920,0.188097768110965,136,"Willett, Danny",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,IND,124,12669,0.185459789428249,97,"Lahiri, Anirban",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,125,11955,0.16832148388345,146,"Frittelli, Dylan",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SCO,126,13831,0.155390444014309,187,"Knox, Russell",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SWE,127,14775,0.1540294109527709,164,"Bjork, Alexander",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,FIN,128,9252,0.144815689012181,219,"Korhonen, Mikko",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ARG,129,16796,0.140934796482105,318,"Nunez, Augusto",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,130,19421,0.139308657778739,144,"Du Plessis, Hennie",CHA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,131,14926,0.130606701584451,280,"Malnati, Peter",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,132,17536,0.130465638506013,112,"Spaun, J.J.",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,133,1435,0.122161057344278,107,"Poulter, Ian",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,134,18105,0.119353552402601,130,"Lawrence, Thriston",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,FRA,135,16652,0.1166743996541439,247,"Langasque, Romain",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CAN,136,13126,0.111093893309899,252,"Taylor, Nick",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SWE,137,5994,0.10840436824044,173,"Stenson, Henrik",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,GER,138,25138,0.107321268990055,181,"Long, Hurly",CHA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,139,11374,0.104108368410549,225,"Hahn, James",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,DEN,140,13412,0.0891794507644152,153,"Olesen, Thorbjorn",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,141,10943,0.0829990029397125,288,"Lashley, Nate",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,142,22985,0.082114471022362,285,"Smotherman, Austin",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ESP,143,14975,0.0804263145960281,179,"Otaegui, Adrian",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,144,18187,0.0773564667515345,376,"Duncan, Tyler",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,145,19477,0.0731445760184699,162,"Schenk, Adam",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,146,7398,0.06498477248664,121,"Schwartzel, Charl",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,NZL,147,4871,0.0647385842887699,501,"Alker, Steven",CHAMP,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,FRA,148,20730,0.0644687872445394,101,"Perez, Victor",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,149,12734,0.063540603996877,174,"Scrivener, Jason",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SCO,150,11396,0.0611473851991003,175,"Ramsay, Richie",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,151,15470,0.0575493903598488,167,"Hossler, Beau",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,DEN,152,23838,0.0572012665337801,149,"Hojgaard, Rasmus",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,153,21891,0.0528368416068002,66,"Kitayama, Kurt",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,154,22050,0.0471853914115209,327,"Suh, Justin",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ITA,155,7033,0.0366242899798482,249,"Molinari, Edoardo",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,PAR,156,9842,0.0299578974597791,231,"Zanotti, Fabrizio",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,157,12946,0.0294803299710281,236,"Thompson, Michael",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CAN,158,13404,0.0291433032626702,412,"Gligic, Michael",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,159,16039,0.0283284421300908,216,"Haley II, Paul",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,160,12819,0.0219143987613903,99,"Bekker, Oliver",CHA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,161,25157,-0.0051309398681803,234,"Hodges, Lee",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUS,162,16841,-0.0062646317875365,69,"Lee, Min Woo",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,163,26653,-0.0076510071214213,379,"Eckroat, Austin",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,164,14606,-0.0108490638781341,239,"Huh, John",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,CHN,165,17266,-0.0174737556527567,125,"Yuan, Yechun",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ESP,166,9133,-0.0209687132669737,74,"Larrazabal, Pablo",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,167,7899,-0.0281833403898566,246,"Piercy, Scott",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,RSA,168,17068,-0.0302393030207467,243,"Daffue, MJ",KFT,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,169,7399,-0.0474438109542347,128,"Glover, Lucas",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUT,170,17511,-0.0489922630822318,67,"Straka, Sepp",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,171,4052,-0.0502273475070658,92,"Westwood, Lee",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,SVK,172,6283,-0.0534050310026066,176,"Sabbatini, Rory",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,173,13470,-0.0540698914098415,159,"Kizzire, Patton",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,174,17813,-0.0558388114127654,197,"Armitage, Marcus",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,MEX,175,14735,-0.0570160092039895,133,"Ortiz, Carlos",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,NZL,176,11826,-0.0576185074192904,259,"Lee, Danny",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,AUT,177,15016,-0.0589657204707609,222,"Schwab, Matthias",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,178,6986,-0.0590088287056361,300,"Johnson, Zach",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,179,23542,-0.0629183771765039,129,"Champ, Cameron",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,180,21943,-0.0701727452461212,282,"Lebioda, Hank",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,GER,181,16394,-0.0810350511471424,205,"Jaeger, Stephan",PGA,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,ENG,182,6516,-0.0850084157007437,82,"Bland, Richard",EURO,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
0,USA,183,27774,-0.0896126473905221,455,"Gotterup, Chris",AM,2022-07-25 12:16:17 UTC,anyone ranked outside top 500 in OWGR appear as 501
